APN,2012 Final,2013 Final,2014 Final,2015 Final,2016 Final,2017 Final,2018 Final,2019 Final,2020 Final,2021 Final,2022 Final,2023 Final,2024 Final,2025 Final
016-091-27,,,,1,1,1,1,1,1,1,1,1,1,1
034-212-08,,,,1,1,1,1,1,1,1,1,1,1,1
034-334-04,,,,1,1,1,1,1,1,1,1,1,1,1
033-413-22,,,,1,1,1,1,1,1,1,1,1,1,1
015-104-08,,,,1,1,1,1,1,1,1,1,1,1,1
023-541-02,,,,1,1,1,1,1,1,1,1,1,1,1
034-593-05,,,,1,1,1,1,1,1,1,1,1,1,1
033-090-13,,,,1,1,1,1,1,1,1,1,1,1,1
033-661-026,,,,1,1,1,1,1,1,1,1,1,1,1
034-572-13,,,,1,1,1,1,1,1,1,1,1,1,1
036-412-15,,,,1,1,1,1,1,1,1,1,1,1,1
034-682-01,,,,1,1,1,1,1,1,1,1,1,1,1
014-286-03,,,,1,1,1,1,1,1,1,1,1,1,1
034-132-14,,,,1,1,1,1,1,1,1,1,1,1,1
081-042-13,,,,1,1,1,1,1,1,1,1,1,1,1
033-861-08,,,,1,1,1,1,1,1,1,1,1,1,1
034-172-08,,,,1,1,1,1,1,1,1,1,1,1,1
034-693-11,,,,1,1,1,1,1,1,1,1,1,1,1
034-343-06,,,,1,1,1,1,1,1,1,1,1,1,1
025-643-11,,,,1,1,1,1,1,1,1,1,1,1,1
014-262-12,,,,1,1,1,1,1,1,1,1,1,1,1
035-251-13,,,,1,1,1,1,1,1,1,1,1,1,1
033-213-03,,,,1,1,1,1,1,1,1,1,1,1,1
025-792-34,,,,1,1,1,1,1,1,1,1,1,1,1
025-804-03,,,,1,1,1,1,1,1,1,1,1,1,1
034-181-22,,,,1,1,1,1,1,1,1,1,1,1,1
015-370-20,,,,1,1,1,1,1,1,1,1,1,1,1
034-433-05,,,,1,1,1,1,1,1,1,1,1,1,1
033-841-46,,,,1,1,1,1,1,1,1,1,1,1,1
034-313-06,,,,1,1,1,1,1,1,1,1,1,1,1
080-172-01,,,,1,1,1,1,1,1,1,1,1,1,1
025-225-16,,,,1,1,1,1,1,1,1,1,1,1,1
022-171-12,,,,1,1,1,1,1,1,1,1,1,1,1
028-123-09,,,,1,1,1,1,1,1,1,1,1,1,1
025-224-15,,,,1,1,1,1,1,1,1,1,1,1,1
025-770-04,,,,1,1,1,1,1,1,1,1,1,1,1
028-062-13,,,,1,1,1,1,1,1,1,1,1,1,1
034-093-03,,,,1,1,1,1,1,1,1,1,1,1,1
081-141-27,,,,1,1,1,1,1,1,1,1,1,1,1
035-231-13,,,,1,1,1,1,1,1,1,1,1,1,1
080-113-03,,,,1,1,1,1,1,1,1,1,1,1,1
017-021-32,,,,1,1,1,1,1,1,1,1,1,1,1
1318-22-002-056,,,,1,1,1,1,1,1,1,1,1,1,1
029-605-07,,,,1,1,1,1,1,1,1,1,1,1,1
023-655-01,,,,1,1,1,1,1,1,1,1,1,1,1
025-543-08,,,,1,1,1,1,1,1,1,1,1,1,1
023-102-42,,,,1,1,1,1,1,1,1,1,1,1,1
023-892-15,,,,1,1,1,1,1,1,1,1,1,1,1
023-441-37,,,,1,1,1,1,1,1,1,1,1,1,1
026-061-12,,,,1,1,1,1,1,1,1,1,1,1,1
025-211-01,,,,1,1,1,1,1,1,1,1,1,1,1
097-130-039,,,,1,1,1,1,1,1,1,1,1,1,1
097-130-040,,,,1,1,1,1,1,1,1,1,1,1,1
097-130-041,,,,1,1,1,1,1,1,1,1,1,1,1
097-130-042,,,,1,1,1,1,1,1,1,1,1,1,1
027-101-013,,,,,1,1,1,1,1,1,1,1,1,1
034-161-041,,,,,1,1,1,1,1,1,1,1,1,1
033-574-001,,,,,1,1,1,1,1,1,1,1,1,1
090-072-040,,,,,1,1,1,1,1,1,1,1,1,1
090-072-031,,,,,1,1,1,1,1,1,1,1,1,1
090-072-032,,,,,1,1,1,1,1,1,1,1,1,1
090-072-033,,,,,1,1,1,1,1,1,1,1,1,1
090-072-034,,,,,1,1,1,1,1,1,1,1,1,1
090-072-035,,,,,1,1,1,1,1,1,1,1,1,1
090-072-036,,,,,1,1,1,1,1,1,1,1,1,1
090-072-037,,,,,1,1,1,1,1,1,1,1,1,1
090-072-038,,,,,1,1,1,1,1,1,1,1,1,1
090-072-039,,,,,1,1,1,1,1,1,1,1,1,1
034-095-004,,,,,1,1,1,1,1,1,1,1,1,1
034-098-003,,,,,1,1,1,1,1,1,1,1,1,1
025-742-017,,,,,1,1,1,1,1,1,1,1,1,1
115-050-025,,,,,1,1,1,1,1,1,1,1,1,1
091-174-007,,,,,1,1,1,1,1,1,1,1,1,1
090-213-023,,,,,1,1,1,1,1,1,1,1,1,1
112-220-034,,,,,1,1,1,1,1,1,1,1,1,1
111-270-061,,,,,1,1,1,1,1,1,1,1,1,1
111-270-042,,,,,1,1,1,1,1,1,1,1,1,1
084-082-015,,,,,1,1,1,1,1,1,1,1,1,1
117-090-080,,,,,1,1,1,1,1,1,1,1,1,1
081-153-006,,,,,1,1,1,1,1,1,1,1,1,1
115-040-007,,,,,1,1,1,1,1,1,1,1,1,1
090-064-016,,,,,1,1,1,1,1,1,1,1,1,1
115-040-076,,,,,1,1,1,1,1,1,1,1,1,1
033-423-002,,,,,1,1,1,1,1,1,1,1,1,1
035-241-003,,,,,1,1,1,1,1,1,1,1,1,1
033-631-028,,,,,1,1,1,1,1,1,1,1,1,1
033-882-007,,,,,1,1,1,1,1,1,1,1,1,1
081-102-020,,,,,1,1,1,1,1,1,1,1,1,1
025-592-012,,,,,1,1,1,1,1,1,1,1,1,1
080-155-011,,,,,1,1,1,1,1,1,1,1,1,1
033-291-018,,,,,1,1,1,1,1,1,1,1,1,1
026-061-030,,,,,1,1,1,1,1,1,1,1,1,1
023-892-009,,,,,1,1,1,1,1,1,1,1,1,1
1418-03-301-010,,,,,1,1,1,1,1,1,1,1,1,1
1318-09-811-006,,,,,1,1,1,1,1,1,1,1,1,1
081-141-026,,,,,1,1,1,1,1,1,1,1,1,1
032-242-006,,,,,1,1,1,1,1,1,1,1,1,1
031-334-003,,,,,1,1,1,1,1,1,1,1,1,1
023-681-006,,,,,1,1,1,1,1,1,1,1,1,1
023-602-002,,,,,1,1,1,1,1,1,1,1,1,1
023-682-004,,,,,1,1,1,1,1,1,1,1,1,1
081-152-013,,,,,1,1,1,1,1,1,1,1,1,1
035-271-019,,,,,1,1,1,1,1,1,1,1,1,1
034-722-039,,,,,1,1,1,1,1,1,1,1,1,1
092-022-008,,,,,1,1,1,1,1,1,1,1,1,1
094-124-020,,,,,1,1,1,1,1,1,1,1,1,1
111-270-007,,,,,1,1,1,1,1,1,1,1,1,1
092-060-007,,,,,1,1,1,1,1,1,1,1,1,1
028-123-007,,,,,1,1,1,1,1,1,1,1,1,1
034-713-019,,,,,1,1,1,1,1,1,1,1,1,1
023-772-008,,,,,1,1,1,1,1,1,1,1,1,1
031-163-017,,,,,1,1,1,1,1,1,1,1,1,1
023-571-012,,,,,1,1,1,1,1,1,1,1,1,1
025-644-001,,,,,1,1,1,1,1,1,1,1,1,1
036-421-012,,,,,1,1,1,1,1,1,1,1,1,1
015-062-021,,,,,1,1,1,1,1,1,1,1,1,1
025-223-004,,,,,1,1,1,1,1,1,1,1,1,1
023-451-002,,,,,1,1,1,1,1,1,1,1,1,1
025-681-014,,,,,1,1,1,1,1,1,1,1,1,1
030-352-009,,,,,1,1,1,1,1,1,1,1,1,1
023-553-001,,,,,1,1,1,1,1,1,1,1,1,1
031-322-011,,,,,1,1,1,1,1,1,1,1,1,1
023-551-016,,,,,1,1,1,1,1,1,1,1,1,1
1318-22-002-055,,,,,1,1,1,1,1,1,1,1,1,1
1318-22-002-053,,,,,1,1,1,1,1,1,1,1,1,1
022-342-012,,,,,1,1,1,1,1,1,1,1,1,1
028-190-031,,,,,1,1,1,1,1,1,1,1,1,1
023-102-041,,,,,1,1,1,1,1,1,1,1,1,1
023-471-014,,,,,1,1,1,1,1,1,1,1,1,1
023-755-010,,,,,1,1,1,1,1,1,1,1,1,1
022-061-010,,,,,1,1,1,1,1,1,1,1,1,1
027-364-015,,,,,1,1,1,1,1,1,1,1,1,1
033-644-008,,,,,1,2,2,2,2,2,2,2,2,2
031-196-10,,,,,1,1,1,1,1,1,1,1,1,1
026-095-014,,,,,,1,1,1,1,1,1,1,1,1
112-100-018,,,,,,1,1,1,1,1,1,1,1,1
032-322-014,,,,,,1,1,1,1,1,1,1,1,1
025-377-009,,,,,,1,1,1,1,1,1,1,1,1
026-115-005,,,,,,1,1,1,1,1,1,1,1,1
026-221-013,,,,,,1,1,1,1,1,1,1,1,1
1418-15-110-021,,,,,,1,1,1,1,1,1,1,1,1
093-230-028,,,,,,1,1,1,1,1,1,1,1,1
117-090-081,,,,,,1,1,1,1,1,1,1,1,1
112-180-007,,,,,,1,1,1,1,1,1,1,1,1
081-064-016,,,,,,1,1,1,1,1,1,1,1,1
033-854-006,,,,,,1,1,1,1,1,1,1,1,1
035-272-009,,,,,,1,1,1,1,1,1,1,1,1
035-144-004,,,,,,1,1,1,1,1,1,1,1,1
035-211-010,,,,,,1,1,1,1,1,1,1,1,1
034-161-037,,,,,,1,1,1,1,1,1,1,1,1
014-302-015,,,,,,1,1,1,1,1,1,1,1,1
034-727-012,,,,,,1,1,1,1,1,1,1,1,1
034-723-001,,,,,,1,1,1,1,1,1,1,1,1
081-102-006,,,,,,1,1,1,1,1,1,1,1,1
034-512-011,,,,,,1,1,1,1,1,1,1,1,1
034-701-005,,,,,,1,1,1,1,1,1,1,1,1
080-155-024,,,,,,1,1,1,1,1,1,1,1,1
016-131-007,,,,,,1,1,1,1,1,1,1,1,1
033-523-021,,,,,,1,1,1,1,1,1,1,1,1
111-180-033,,,,,,1,1,1,1,1,1,1,1,1
093-220-047,,,,,,1,1,1,1,1,1,1,1,1
091-190-026,,,,,,1,1,1,1,1,1,1,1,1
112-070-025,,,,,,1,1,1,1,1,1,1,1,1
090-152-050,,,,,,1,1,1,1,1,1,1,1,1
083-281-005,,,,,,1,1,1,1,1,1,1,1,1
112-280-040,,,,,,1,1,1,1,1,1,1,1,1
083-290-013,,,,,,1,1,1,1,1,1,1,1,1
029-421-002,,,,,,1,1,1,1,1,1,1,1,1
025-542-008,,,,,,1,1,1,1,1,1,1,1,1
022-051-086,,,,,,1,1,1,1,1,1,1,1,1
033-574-007,,,,,,1,1,1,1,1,1,1,1,1
035-292-002,,,,,,1,1,1,1,1,1,1,1,1
034-453-006,,,,,,1,1,1,1,1,1,1,1,1
1318-10-414-001,,,,,,1,1,1,1,1,1,1,1,1
014-284-005,,,,,,1,1,1,1,1,1,1,1,1
033-864-007,,,,,,1,1,1,1,1,1,1,1,1
081-072-023,,,,,,1,1,1,1,1,1,1,1,1
034-254-014,,,,,,1,1,1,1,1,1,1,1,1
036-547-001,,,,,,1,1,1,1,1,1,1,1,1
029-605-001,,,,,,1,1,1,1,1,1,1,1,1
023-694-005,,,,,,1,1,1,1,1,1,1,1,1
023-902-013,,,,,,1,1,1,1,1,1,1,1,1
023-696-008,,,,,,1,1,1,1,1,1,1,1,1
1418-27-210-033,,,,,,1,1,1,1,1,1,1,1,1
1418-34-401-006,,,,,,1,1,1,1,1,1,1,1,1
033-836-001,,,,,,1,1,1,1,1,1,1,1,1
023-693-003,,,,,,1,1,1,1,1,1,1,1,1
022-221-016,,,,,,1,1,1,1,1,1,1,1,1
080-163-003,,,,,,1,1,1,1,1,1,1,1,1
031-222-011,,,,,,1,1,1,1,1,1,1,1,1
032-274-007,,,,,,1,1,1,1,1,1,1,1,1
025-261-013,,,,,,1,1,1,1,1,1,1,1,1
080-114-008,,,,,,1,1,1,1,1,1,1,1,1
1318-22-002-054,,,,,,1,1,1,1,1,1,1,1,1
026-061-014,,,,,,1,1,1,1,1,1,1,1,1
023-892-002,,,,,,1,1,1,1,1,1,1,1,1
026-064-018,,,,,,1,1,1,1,1,1,1,1,1
031-204-002,,,,,,1,1,1,1,1,1,1,1,1
023-644-013,,,,,,1,1,1,1,1,1,1,1,1
023-653-024,,,,,,1,1,1,1,1,1,1,1,1
022-171-033,,,,,,1,1,1,1,1,1,1,1,1
031-045-008,,,,,,1,1,1,1,1,1,1,1,1
030-352-023,,,,,,1,1,1,1,1,1,1,1,1
083-181-022,,,,,,1,1,1,1,1,1,1,1,1
023-182-006,,,,,,2,2,2,2,2,2,2,2,2
090-212-041,,,,,,1,1,1,1,1,1,1,1,1
122-591-03,,,,,,1,1,1,1,1,1,1,1,1
015-111-004,,,,,,,1,1,1,1,1,1,1,1
033-464-006,,,,,,,1,1,1,1,1,1,1,1
1318-23-315-005,,,,,,,1,1,1,1,1,1,1,1
094-520-015,,,,,,,1,1,1,1,1,1,1,1
094-520-016,,,,,,,1,1,1,1,1,1,1,1
084-051-027,,,,,,,1,1,1,1,1,1,1,1
081-131-006,,,,,,,1,1,1,1,1,1,1,1
081-091-011,,,,,,,1,1,1,1,1,1,1,1
081-042-021,,,,,,,1,1,1,1,1,1,1,1
034-266-007,,,,,,,1,1,1,1,1,1,1,1
033-302-003,,,,,,,1,1,1,1,1,1,1,1
036-451-005,,,,,,,1,1,1,1,1,1,1,1
034-283-025,,,,,,,1,1,1,1,1,1,1,1
034-093-002,,,,,,,1,1,1,1,1,1,1,1
034-266-003,,,,,,,1,1,1,1,1,1,1,1
034-242-002,,,,,,,1,1,1,1,1,1,1,1
1418-34-110-065,,,,,,,1,1,1,1,1,1,1,1
090-113-018,,,,,,,1,1,1,1,1,1,1,1
116-210-025,,,,,,,1,1,1,1,1,1,1,1
093-600-022,,,,,,,1,1,1,1,1,1,1,1
084-082-011,,,,,,,1,1,1,1,1,1,1,1
131-232-04,,,,,,,1,1,1,1,1,1,1,1
023-892-018,,,,,,,1,1,1,1,1,1,1,1
033-682-008,,,,,,,1,1,1,1,1,1,1,1
035-252-020,,,,,,,1,1,1,1,1,1,1,1
080-154-014,,,,,,,1,1,1,1,1,1,1,1
025-342-017,,,,,,,1,1,1,1,1,1,1,1
034-792-010,,,,,,,1,1,1,1,1,1,1,1
034-112-008,,,,,,,1,1,1,1,1,1,1,1
034-294-006,,,,,,,1,1,1,1,1,1,1,1
034-331-009,,,,,,,1,1,1,1,1,1,1,1
023-682-003,,,,,,,1,1,1,1,1,1,1,1
025-832-003,,,,,,,1,1,1,1,1,1,1,1
025-821-017,,,,,,,1,1,1,1,1,1,1,1
034-482-004,,,,,,,1,1,1,1,1,1,1,1
015-265-003,,,,,,,1,1,1,1,1,1,1,1
025-803-009,,,,,,,1,1,1,1,1,1,1,1
025-352-009,,,,,,,1,1,1,1,1,1,1,1
033-312-016,,,,,,,1,1,1,1,1,1,1,1
033-402-001,,,,,,,1,1,1,1,1,1,1,1
081-102-007,,,,,,,1,1,1,1,1,1,1,1
035-246-017,,,,,,,1,1,1,1,1,1,1,1
034-112-017,,,,,,,1,1,1,1,1,1,1,1
034-152-022,,,,,,,1,1,1,1,1,1,1,1
025-791-002,,,,,,,1,1,1,1,1,1,1,1
124-860-01,,,,,,,1,1,1,1,1,1,1,1
124-860-02,,,,,,,1,1,1,1,1,1,1,1
124-860-03,,,,,,,1,1,1,1,1,1,1,1
1418-34-610-010,,,,,,,1,1,1,1,1,1,1,1
034-172-016,,,,,,,1,1,1,1,1,1,1,1
130-201-22,,,,,,,1,1,1,1,1,1,1,1
122-195-06,,,,,,,1,1,1,1,1,1,1,1
025-451-029,,,,,,,1,1,1,1,1,1,1,1
014-262-003,,,,,,,1,1,1,1,1,1,1,1
090-030-045,,,,,,,1,1,1,1,1,1,1,1
085-321-012,,,,,,,1,1,1,1,1,1,1,1
112-280-034,,,,,,,1,1,1,1,1,1,1,1
085-270-002,,,,,,,1,1,1,1,1,1,1,1
025-432-020,,,,,,,1,1,1,1,1,1,1,1
036-380-024,,,,,,,1,1,1,1,1,1,1,1
036-422-010,,,,,,,1,1,1,1,1,1,1,1
034-532-011,,,,,,,1,1,1,1,1,1,1,1
015-164-013,,,,,,,1,1,1,1,1,1,1,1
022-171-060,,,,,,,1,1,1,1,1,1,1,1
026-061-007,,,,,,,1,1,1,1,1,1,1,1
032-262-006,,,,,,,1,1,1,1,1,1,1,1
027-355-017,,,,,,,1,1,1,1,1,1,1,1
025-544-010,,,,,,,1,1,1,1,1,1,1,1
023-481-002,,,,,,,1,1,1,1,1,1,1,1
023-481-001,,,,,,,1,1,1,1,1,1,1,1
023-103-014,,,,,,,1,1,1,1,1,1,1,1
023-481-003,,,,,,,1,1,1,1,1,1,1,1
023-571-001,,,,,,,1,1,1,1,1,1,1,1
023-696-013,,,,,,,1,1,1,1,1,1,1,1
1318-15-611-054,,,,,,,1,1,1,1,1,1,1,1
027-364-005,,,,,,,2,2,2,2,2,2,2,2
014-322-008,,,,,,,1,1,1,1,1,1,1,1
1318-23-315-001,,,,,,,,1,1,1,1,1,1,1
1318-23-315-002,,,,,,,,1,1,1,1,1,1,1
1318-23-315-003,,,,,,,,1,1,1,1,1,1,1
1318-23-315-004,,,,,,,,1,1,1,1,1,1,1
025-021-080,,,,,,,,1,1,1,1,1,1,1
1319-18-413-009,,,,,,,,1,1,1,1,1,1,1
117-030-024,,,,,,,,1,1,1,1,1,1,1
034-682-029,,,,,,,,1,1,1,1,1,1,1
092-290-003,,,,,,,,1,1,1,1,1,1,1
083-110-024,,,,,,,,1,1,1,1,1,1,1
085-093-007,,,,,,,,1,1,1,1,1,1,1
090-152-060,,,,,,,,1,1,1,1,1,1,1
090-152-059,,,,,,,,1,1,1,1,1,1,1
084-092-040,,,,,,,,1,1,1,1,1,1,1
034-267-008,,,,,,,,1,1,1,1,1,1,1
1319-18-310-038,,,,,,,,1,1,1,1,1,1,1
1318-09-810-116,,,,,,,,1,1,1,1,1,1,1
098-022-017,,,,,,,,1,1,1,1,1,1,1
025-303-003,,,,,,,,1,1,1,1,1,1,1
080-163-018,,,,,,,,1,1,1,1,1,1,1
081-121-001,,,,,,,,1,1,1,1,1,1,1
033-422-029,,,,,,,,1,1,1,1,1,1,1
015-314-005,,,,,,,,1,1,1,1,1,1,1
034-382-006,,,,,,,,1,1,1,1,1,1,1
014-234-011,,,,,,,,1,1,1,1,1,1,1
033-285-004,,,,,,,,1,1,1,1,1,1,1
033-642-003,,,,,,,,1,1,1,1,1,1,1
034-515-004,,,,,,,,1,1,1,1,1,1,1
015-370-025,,,,,,,,1,1,1,1,1,1,1
033-413-003,,,,,,,,1,1,1,1,1,1,1
034-665-001,,,,,,,,1,1,1,1,1,1,1
033-643-004,,,,,,,,1,1,1,1,1,1,1
034-772-001,,,,,,,,1,1,1,1,1,1,1
080-145-002,,,,,,,,1,1,1,1,1,1,1
081-042-001,,,,,,,,1,1,1,1,1,1,1
033-857-020,,,,,,,,1,1,1,1,1,1,1
034-531-011,,,,,,,,1,1,1,1,1,1,1
034-097-013,,,,,,,,1,1,1,1,1,1,1
023-542-009,,,,,,,,1,1,1,1,1,1,1
023-753-008,,,,,,,,1,1,1,1,1,1,1
022-321-024,,,,,,,,1,1,1,1,1,1,1
023-582-011,,,,,,,,1,1,1,1,1,1,1
025-293-001,,,,,,,,1,1,1,1,1,1,1
029-402-012,,,,,,,,1,1,1,1,1,1,1
027-221-045,,,,,,,,1,1,1,1,1,1,1
023-451-006,,,,,,,,1,1,1,1,1,1,1
1318-03-212-034,,,,,,,,1,1,1,1,1,1,1
092-084-011,,,,,,,,1,1,1,1,1,1,1
083-410-025,,,,,,,,1,1,1,1,1,1,1
112-270-054,,,,,,,,1,1,1,1,1,1,1
023-693-002,,,,,,,,1,1,1,1,1,1,1
026-073-026,,,,,,,,1,1,1,1,1,1,1
015-062-018,,,,,,,,1,1,1,1,1,1,1
015-031-007,,,,,,,,1,1,1,1,1,1,1
025-312-021,,,,,,,,1,1,1,1,1,1,1
033-465-010,,,,,,,,1,1,1,1,1,1,1
032-341-009,,,,,,,,1,1,1,1,1,1,1
015-315-002,,,,,,,,1,1,1,1,1,1,1
085-142-017,,,,,,,,1,1,1,1,1,1,1
026-139-045,,,,,,,,1,1,1,1,1,1,1
027-133-005,,,,,,,,1,1,1,1,1,1,1
023-491-013,,,,,,,,1,1,1,1,1,1,1
031-236-009,,,,,,,,1,1,1,1,1,1,1
023-801-015,,,,,,,,1,1,1,1,1,1,1
028-141-021,,,,,,,,1,1,1,1,1,1,1
023-321-007,,,,,,,,1,1,1,1,1,1,1
022-344-024,,,,,,,,1,1,1,1,1,1,1
094-090-063,,,,,,,,10,10,10,10,10,10,10
028-042-012,,,,,,,,2,2,2,2,2,2,2
125-223-12,,,,,,,,1,1,1,1,1,1,1
125-253-02,,,,,,,,1,1,1,1,1,1,1
130-162-15,,,,,,,,1,1,1,1,1,1,1
081-074-004,,,,,,,,1,1,1,1,1,1,1
025-735-011,,,,,,,,1,1,1,1,1,1,1
129-071-01,,,,,,,,1,1,1,1,1,1,1
129-071-02,,,,,,,,1,1,1,1,1,1,1
129-071-03,,,,,,,,1,1,1,1,1,1,1
129-071-04,,,,,,,,1,1,1,1,1,1,1
129-071-05,,,,,,,,1,1,1,1,1,1,1
129-071-06,,,,,,,,1,1,1,1,1,1,1
129-071-07,,,,,,,,1,1,1,1,1,1,1
129-071-08,,,,,,,,1,1,1,1,1,1,1
129-071-09,,,,,,,,1,1,1,1,1,1,1
129-071-10,,,,,,,,1,1,1,1,1,1,1
022-343-027,,,,,,,,,1,1,1,1,1,1
1318-22-311-001,,,,,,,,,1,1,1,1,1,1
1318-22-311-002,,,,,,,,,1,1,1,1,1,1
1318-22-311-003,,,,,,,,,1,1,1,1,1,1
1318-22-311-004,,,,,,,,,1,1,1,1,1,1
1318-22-311-005,,,,,,,,,1,1,1,1,1,1
1318-22-311-006,,,,,,,,,1,1,1,1,1,1
1318-22-311-007,,,,,,,,,1,1,1,1,1,1
1318-22-311-008,,,,,,,,,1,1,1,1,1,1
1318-22-311-009,,,,,,,,,1,1,1,1,1,1
1318-22-311-010,,,,,,,,,1,1,1,1,1,1
1318-22-311-011,,,,,,,,,1,1,1,1,1,1
1318-22-311-012,,,,,,,,,1,1,1,1,1,1
1318-22-311-013,,,,,,,,,1,1,1,1,1,1
1318-22-311-014,,,,,,,,,1,1,1,1,1,1
1318-22-311-015,,,,,,,,,1,1,1,1,1,1
1318-22-311-016,,,,,,,,,1,1,1,1,1,1
1318-22-311-017,,,,,,,,,1,1,1,1,1,1
1318-22-311-018,,,,,,,,,1,1,1,1,1,1
1318-22-311-019,,,,,,,,,1,1,1,1,1,1
1318-22-311-020,,,,,,,,,1,1,1,1,1,1
1318-22-311-021,,,,,,,,,1,1,1,1,1,1
1318-22-311-022,,,,,,,,,1,1,1,1,1,1
1318-22-311-023,,,,,,,,,1,1,1,1,1,1
1318-22-311-024,,,,,,,,,1,1,1,1,1,1
1318-22-311-025,,,,,,,,,1,1,1,1,1,1
014-232-001,,,,,,,,,1,1,1,1,1,1
033-813-005,,,,,,,,,1,1,1,1,1,1
083-480-008,,,,,,,,,1,1,1,1,1,1
092-232-005,,,,,,,,,1,1,1,1,1,1
112-070-012,,,,,,,,,1,1,1,1,1,1
116-030-059,,,,,,,,,1,1,1,1,1,1
116-030-060,,,,,,,,,1,1,1,1,1,1
1418-15-510-004,,,,,,,,,1,1,1,1,1,1
028-061-034,,,,,,,,,1,1,1,1,1,1
080-147-006,,,,,,,,,1,1,1,1,1,1
081-051-001,,,,,,,,,1,1,1,1,1,1
094-234-006,,,,,,,,,1,1,1,1,1,1
015-033-017,,,,,,,,,1,1,1,1,1,1
033-283-004,,,,,,,,,1,1,1,1,1,1
031-144-011,,,,,,,,,1,1,1,1,1,1
112-060-006,,,,,,,,,1,1,1,1,1,1
112-300-018,,,,,,,,,1,1,1,1,1,1
098-293-007,,,,,,,,,1,1,1,1,1,1
080-081-020,,,,,,,,,1,1,1,1,1,1
034-111-004,,,,,,,,,1,1,1,1,1,1
081-062-012,,,,,,,,,1,1,1,1,1,1
015-152-010,,,,,,,,,1,1,1,1,1,1
034-172-005,,,,,,,,,1,1,1,1,1,1
034-712-026,,,,,,,,,1,1,1,1,1,1
034-251-004,,,,,,,,,1,1,1,1,1,1
033-631-016,,,,,,,,,1,1,1,1,1,1
032-342-006,,,,,,,,,1,1,1,1,1,1
025-544-001,,,,,,,,,1,1,1,1,1,1
026-134-014,,,,,,,,,1,1,1,1,1,1
032-282-003,,,,,,,,,1,1,1,1,1,1
032-282-004,,,,,,,,,1,1,1,1,1,1
023-734-012,,,,,,,,,1,1,1,1,1,1
023-801-011,,,,,,,,,1,1,1,1,1,1
033-304-007,,,,,,,,,1,1,1,1,1,1
034-654-006,,,,,,,,,1,1,1,1,1,1
034-754-007,,,,,,,,,1,1,1,1,1,1
1418-11-110-015,,,,,,,,,1,1,1,1,1,1
035-246-008,,,,,,,,,1,1,1,1,1,1
033-841-024,,,,,,,,,1,1,1,1,1,1
080-061-001,,,,,,,,,1,1,1,1,1,1
035-213-009,,,,,,,,,1,1,1,1,1,1
034-294-015,,,,,,,,,1,1,1,1,1,1
036-543-010,,,,,,,,,1,1,1,1,1,1
033-423-013,,,,,,,,,1,1,1,1,1,1
1318-10-310-041,,,,,,,,,1,1,1,1,1,1
035-246-010,,,,,,,,,1,1,1,1,1,1
034-253-012,,,,,,,,,1,1,1,1,1,1
034-192-013,,,,,,,,,1,1,1,1,1,1
016-101-031,,,,,,,,,1,1,1,1,1,1
1318-23-602-011,,,,,,,,,1,1,1,1,1,1
092-232-003,,,,,,,,,1,1,1,1,1,1
090-213-024,,,,,,,,,1,1,1,1,1,1
025-831-032,,,,,,,,,1,1,1,1,1,1
015-104-023,,,,,,,,,1,1,1,1,1,1
034-753-015,,,,,,,,,1,1,1,1,1,1
034-313-008,,,,,,,,,1,1,1,1,1,1
080-163-011,,,,,,,,,1,1,1,1,1,1
015-370-015,,,,,,,,,1,1,1,1,1,1
1319-18-414-009,,,,,,,,,1,1,1,1,1,1
032-241-025,,,,,,,,,1,1,1,1,1,1
031-123-021,,,,,,,,,1,1,1,1,1,1
033-678-013,,,,,,,,,1,1,1,1,1,1
015-062-011,,,,,,,,,1,1,1,1,1,1
016-281-003,,,,,,,,,1,1,1,1,1,1
015-311-017,,,,,,,,,1,1,1,1,1,1
081-072-009,,,,,,,,,1,1,1,1,1,1
016-513-012,,,,,,,,,1,1,1,1,1,1
023-751-023,,,,,,,,,1,1,1,1,1,1
030-351-013,,,,,,,,,1,1,1,1,1,1
028-090-093,,,,,,,,,1,1,1,1,1,1
029-710-018,,,,,,,,,1,1,1,1,1,1
1318-23-315-042,,,,,,,,,1,1,1,1,1,1
1318-23-315-043,,,,,,,,,1,1,1,1,1,1
1318-23-315-044,,,,,,,,,1,1,1,1,1,1
029-710-001,,,,,,,,,1,1,1,1,1,1
029-710-002,,,,,,,,,1,1,1,1,1,1
028-340-001,,,,,,,,,1,1,1,1,1,1
028-340-002,,,,,,,,,1,1,1,1,1,1
028-340-003,,,,,,,,,1,1,1,1,1,1
1418-34-113-010,,,,,,,,,1,1,1,1,1,1
029-710-003,,,,,,,,,1,1,1,1,1,1
029-710-004,,,,,,,,,1,1,1,1,1,1
029-710-005,,,,,,,,,1,1,1,1,1,1
029-710-006,,,,,,,,,1,1,1,1,1,1
029-710-007,,,,,,,,,1,1,1,1,1,1
029-710-008,,,,,,,,,1,1,1,1,1,1
029-710-009,,,,,,,,,1,1,1,1,1,1
029-710-010,,,,,,,,,1,1,1,1,1,1
029-710-011,,,,,,,,,1,1,1,1,1,1
029-710-012,,,,,,,,,1,1,1,1,1,1
029-710-013,,,,,,,,,1,1,1,1,1,1
029-710-014,,,,,,,,,1,1,1,1,1,1
029-710-015,,,,,,,,,1,1,1,1,1,1
029-710-016,,,,,,,,,1,1,1,1,1,1
