"APN","Record Type","DevelopmentRight","LandCapability","IPESScore","CumulativeBankedQuantity","RemainingBankedQuantity","Jurisdiction","LocalPlan","DateBankedOrApproved","HRA","LastUpdated","TransactionNumber","SendingParcel","ReceivingParcel","LandBank","TransactionApprovalDate"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1907",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1908",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1909",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1910",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1911",,,,"05/10/2023"
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2506",,,,
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2507",,,,
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2508",,,,
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2509",,,,
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2510",,,,
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2511",,,,
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2512",,,,
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2513",,,,
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2514",,,,
"1318-15-401-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2515",,,,
"1318-16-710-007","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1663",,,,
"1318-16-710-011","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1937",,,,"06/26/2023"
"1318-16-810-005","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/23/2022","TRPA-SHORE-1661",,,,"08/23/2022"
"1318-16-810-005","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/23/2022","TRPA-SHORE-1662",,,,"08/23/2022"
"1318-22-002-106","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1483",,,,"03/22/2023"
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2494",,,,
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2495",,,,
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2496",,,,
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2497",,,,
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2498",,,,
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2499",,,,
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2500",,,,
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2501",,,,
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2502",,,,
"1318-22-301-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2503",,,,
"1418-03-401-005","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2023","TRPA-SHORE-1936",,,,
"1418-03-401-010","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"02/03/2025","TRPA-SHORE-1665",,,,
"1418-03-401-010","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"02/03/2025","TRPA-SHORE-1666",,,,
"1418-03-402-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"11/09/2022","TRPA-SHORE-1613",,,,
"1418-03-801-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"02/03/2025","TRPA-SHORE-2430",,,,
"1418-03-801-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"02/03/2025","TRPA-SHORE-2431",,,,
"1418-10-401-004","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/04/2024","TRPA-SHORE-1544",,,,"03/04/2024"
"1418-10-401-004","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/04/2024","TRPA-SHORE-1545",,,,"03/04/2024"
"1418-10-501-011","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/11/2023","TRPA-SHORE-1667",,,,"03/11/2023"
"1418-10-801-006","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"07/25/2024","TRPA-SHORE-1816",,,,
"1418-15-201-006","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"07/28/2023","TRPA-SHORE-2294",,,,
"1418-15-301-004","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1897",,,,
"1418-15-601-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2424",,,,
"1418-15-701-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/31/2023","TRPA-SHORE-1577",,,,"08/31/2023"
"1418-15-801-009","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/12/2022","TRPA-SHORE-1656",,,,
"1418-15-801-009","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/04/2023","TRPA-SHORE-1932",,,,"03/23/2023"
"1418-15-801-010","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1660",,,,
"1418-27-210-005","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"06/03/2024","TRPA-SHORE-2296",,,,
"1418-27-210-009","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"01/14/2022","TRPA-SHORE-1812",,,,
"1418-27-210-034","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2188",,,,
"1418-34-201-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/25/2023","TRPA-SHORE-1635",,,,"04/25/2023"
"1418-34-201-002","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"07/28/2023","TRPA-SHORE-2295",,,,
"1418-34-201-009","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/10/2023","TRPA-SHORE-1517",,,,
"1418-34-201-009","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/10/2023","TRPA-SHORE-1518",,,,
"1418-34-210-019","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/29/2023","TRPA-SHORE-1570",,,,"09/14/2023"
"1418-34-210-019","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/29/2023","TRPA-SHORE-1571",,,,"09/14/2023"
"1418-34-210-019","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"07/28/2023","TRPA-SHORE-2297",,,,
"1418-34-304-008","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"11/13/2023","TRPA-SHORE-1539",,,,"11/13/2023"
"014-321-002","Transfer Receiving Parcel","Coverage (potential)","IPES","667","1243",,,,,,"01/28/2022","TRPA-TRF-1457","014-021-011",,,"01/25/2022"
"015-033-019","Transfer Receiving Parcel","Coverage (potential)","Bailey 5",,"233",,,,,,"08/08/2023","TRPA-TRF-2318","085-360-003",,,"07/27/2023"
"015-162-010","Transfer Receiving Parcel","Coverage (potential)","Bailey 5",,"29",,,,,,"06/18/2024","TRPA-TRF-2555","085-360-003",,,"05/16/2024"
"015-252-010","Transfer Receiving Parcel","Coverage (potential)","IPES","788","306",,,,,,"05/10/2023","TRPA-TRF-2027","085-360-003",,,
"015-253-015","Transfer Receiving Parcel","Coverage (potential)","IPES","796","300",,,,,,"12/02/2024","TRPA-TRF-2630","085-360-003",,,"05/03/2024"
"015-304-013","Transfer Receiving Parcel","Coverage (potential)","IPES","770","239",,,,,,"07/17/2024","TRPA-TRF-2579","085-360-003",,,"06/20/2024"
"015-313-017","Transfer Receiving Parcel","Coverage (potential)","IPES","785","298",,,,,,"05/11/2023","TRPA-TRF-2273","085-360-003",,,"04/12/2023"
"015-370-031","Transfer Receiving Parcel","Restoration Credit","Bailey 1b",,"2067",,,,,,"12/20/2024","TRPA-TRF-2647","084-010-047",,,"05/11/2021"
"016-091-027","Transfer Receiving Parcel","Coverage (potential)","IPES","785","323",,,,,,"11/04/2015","TRPA-TRF-295","016-600-013",,,"06/24/2015"
"016-131-007","Transfer Receiving Parcel","Restoration Credit","Bailey 1b",,"402",,,,,,"03/20/2020","TRPA-TRF-1113","031-030-039",,,"03/09/2017"
"016-131-007","Transfer Receiving Parcel","Restoration Credit","Bailey 1b",,"144",,,,,,"10/27/2022","TRPA-TRF-2035","084-010-047",,,"07/22/2022"
"016-251-006","Transfer Receiving Parcel","Restoration Credit","Bailey 1b",,"102",,,,,,"07/16/2024","TRPA-TRF-2578","036-571-007",,,"06/17/2024"
"016-300-040","Transfer Receiving Parcel","Coverage (potential)","Bailey 5",,"150",,,,,,"04/03/2019","TRPA-TRF-770","018-300-023",,,"04/01/2019"
"016-300-062","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","821","1",,,,,,"10/02/2018","TRPA-TRF-641","033-180-006",,,"10/01/2018"
"016-313-010","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","767","1",,,,,,"11/18/2021","TRPA-TRF-1698","027-082-033",,,"11/17/2021"
"016-483-005","Transfer Receiving Parcel","Coverage (potential)","IPES","677","1950",,,,,,"04/05/2023","TRPA-TRF-2124","018-300-021",,,"04/04/2023"
"016-513-012","Transfer Receiving Parcel","Coverage (potential)","IPES","644","674",,,,,,"10/07/2016","TRPA-TRF-378","016-101-073",,,"09/27/2016"
"016-513-012","Transfer Receiving Parcel","Coverage (hard)","IPES","644","360",,,,,,"10/19/2016","TRPA-TRF-388","032-050-078",,,"09/12/2016"
"017-041-19","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 5",,"1",,,,,,"07/07/2017","TRPA-TRF-528","014-302-002",,,
"022-020-001","Transfer Receiving Parcel","Coverage (hard)","Bailey 6",,"560",,,,,,"12/20/2022","TRPA-TRF-2072","025-551-006",,,"11/28/2022"
"022-023-003","Transfer Receiving Parcel","Coverage (potential)","IPES","817","75",,,,,,"06/27/2024","TRPA-TRF-2570","033-304-009",,,"02/29/2024"
"022-031-067","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","Bailey 6",,"1",,,,,,"11/15/2023","TRPA-TRF-2084","023-141-008",,,
"022-061-010","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","741","1",,,,,,"11/04/2015","TRPA-TRF-290","027-082-035",,,"09/18/2015"
"022-122-019","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","793","1",,,,,,"07/11/2018","TRPA-TRF-648","023-111-039",,,"05/09/2018"
"022-122-019","Transfer Receiving Parcel","Coverage (potential)","IPES","793","227",,,,,,"10/18/2018","TRPA-TRF-717","034-251-012",,,"07/18/2018"
"022-141-003","Transfer Receiving Parcel","Coverage (potential)","IPES","734","465",,,,,,"05/03/2024","TRPA-TRF-2537","034-103-005",,,"03/19/2021"
"022-171-033","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","443","1",,,,,,"10/25/2016","TRPA-TRF-391","029-170-002",,,"08/17/2016"
"022-192-013","Transfer Receiving Parcel","Coverage (potential)","IPES","589","490",,,,,,"12/21/2024","TRPA-TRF-2646","033-201-009",,,"09/13/2024"
"022-222-015","Transfer Receiving Parcel","Coverage (potential)","Bailey 6",,"364",,,,,,"12/18/2024","TRPA-TRF-2568","033-201-017",,,"03/29/2024"
"022-222-016","Transfer Receiving Parcel","Coverage (hard)","IPES","486","598",,,,,,"11/19/2015","TRPA-TRF-88","034-571-003",,,"04/23/2014"
"022-343-27","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","970","1",,,,,,"10/24/2016","TRPA-TRF-436","031-226-010",,,"10/24/2016"
"022-344-024","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","776","1",,,,,,"06/07/2018","TRPA-TRF-539","031-082-008",,,"04/25/2018"
"023-081-003","Transfer Receiving Parcel","Coverage (hard)","Bailey 7",,"49699",,,,,,"07/27/2023","TRPA-TRF-362","033-050-006",,,"08/29/2018"
"023-102-041","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","871","1",,,,,,"11/04/2015","TRPA-TRF-306","032-191-002",,,"10/19/2015"
"023-102-041","Transfer Receiving Parcel","Coverage (potential)","IPES","871","206",,,,,,"01/31/2024","TRPA-TRF-2386","023-141-005",,,"03/22/2016"
"023-102-042","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","882","1",,,,,,"11/04/2015","TRPA-TRF-303","026-032-014",,,"06/25/2015"
"023-103-014","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","882","1",,,,,,"08/30/2017","TRPA-TRF-547","029-530-015",,,"08/07/2017"
"023-141-029","Transfer Receiving Parcel","Coverage (potential)","IPES","776","380",,,,,,"02/07/2023","TRPA-TRF-2118","081-085-020",,,"01/17/2023"
"023-181-043","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"01/17/2020","TRPA-TRF-774","030-361-025",,,"01/03/2020"
"023-181-043","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"01/17/2020","TRPA-TRF-775","025-884-001",,,"01/03/2020"
"023-182-006","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"11/09/2016","TRPA-TRF-419","032-277-021",,,"11/09/2016"
"023-182-006","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"11/09/2016","TRPA-TRF-421","023-571-011",,,"11/09/2016"
"023-182-026","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","965","1",,,,,,"11/04/2022","TRPA-TRF-2041","081-043-012",,,"10/31/2022"
"023-182-028","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"06/14/2021","TRPA-TRF-1438","126-580-07",,,"05/25/2021"
"023-182-028","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"06/14/2021","TRPA-TRF-1439","030-581-001",,,"05/24/2021"
"023-182-028","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"06/14/2021","TRPA-TRF-1441","081-092-005",,,"05/24/2021"
"023-182-028","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"06/14/2021","TRPA-TRF-1442","030-581-002",,,"05/24/2021"
"023-182-028","Transfer Receiving Parcel","Coverage (potential)","Bailey 7",,"3619",,,,,,"06/15/2021","TRPA-TRF-1697","036-010-009",,,"05/25/2021"
"023-182-028","Transfer Receiving Parcel","Coverage (potential)","Bailey 7",,"48",,,,,,"04/27/2023","TRPA-TRF-2215","033-201-017",,,"03/27/2023"
"023-191-007","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"10/07/2016","TRPA-TRF-386","026-221-013",,,"10/07/2016"
"023-191-007","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"10/07/2016","TRPA-TRF-387","031-045-008",,,"10/07/2016"
"023-191-007","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"11/29/2016","TRPA-TRF-424","025-377-009",,,"11/29/2016"
"023-241-042","Transfer Receiving Parcel","Coverage (potential)","Bailey 7",,"5349",,,,,,"01/31/2024","TRPA-TRF-2388","023-141-005",,,"05/26/2022"
"023-271-010","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","IPES","1021","1",,,,,,"09/28/2019","TRPA-TRF-669","026-095-014",,,"06/26/2019"
"023-271-010","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","IPES","1021","1",,,,,,"01/04/2019","TRPA-TRF-670","026-221-013",,,
"023-271-010","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","IPES","1021","1",,,,,,"09/28/2019","TRPA-TRF-671","023-892-015",,,"06/26/2019"
"023-271-010","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","IPES","1021","1",,,,,,"09/28/2019","TRPA-TRF-672","023-655-001",,,"06/26/2019"
"023-271-010","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","IPES","1021","1",,,,,,"09/28/2019","TRPA-TRF-673","023-103-014",,,"06/26/2019"
"023-271-010","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","IPES","1021","1",,,,,,"09/28/2019","TRPA-TRF-674","023-102-041",,,"06/26/2019"
"023-271-010","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","IPES","1021","1",,,,,,"09/28/2019","TRPA-TRF-675","023-571-001",,,"06/26/2019"
"023-271-010","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","IPES","1021","1",,,,,,"09/28/2019","TRPA-TRF-701","025-360-027",,,"06/26/2019"
"023-321-007","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","809","1",,,,,,"03/30/2018","TRPA-TRF-550","027-123-022",,,"03/20/2018"
"023-391-008","Transfer Receiving Parcel","Potential Residential Unit of Use (PRUU)","Bailey 7",,"1",,,,,,"10/31/2017","TRPA-TRF-389","030-402-006",,,
"023-441-037","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","821","1",,,,,,"11/04/2015","TRPA-TRF-291","026-032-014",,,"10/07/2014"
"023-461-016","Transfer Receiving Parcel","Coverage (potential)","Bailey 5",,"111",,,,,,"02/29/2024","TRPA-TRF-2352","031-020-038",,,"05/26/2023"
"023-471-014","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","1032","1",,,,,,"11/04/2015","TRPA-TRF-301","032-141-027",,,"07/29/2015"
"023-481-003","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","989","1",,,,,,"10/31/2017","TRPA-TRF-545","023-111-039",,,"09/22/2017"
"023-571-001","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","976","1",,,,,,"02/07/2018","TRPA-TRF-533","027-123-022",,,"08/30/2017"
"023-644-013","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","760","1",,,,,,"10/31/2017","TRPA-TRF-412","026-154-012",,,"05/05/2017"
"023-653-024","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","1020","1",,,,,,"10/19/2016","TRPA-TRF-411","026-154-012",,,"09/01/2016"
"023-655-001","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","1001","1",,,,,,"11/03/2015","TRPA-TRF-307","032-191-002",,,"09/18/2015"
"023-681-001","Transfer Receiving Parcel","Coverage (potential)","IPES","876","295",,,,,,"03/09/2023","TRPA-TRF-2126","023-532-002",,,"02/23/2023"
"023-696-013","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","941","1",,,,,,"08/01/2017","TRPA-TRF-524","027-073-029",,,"06/22/2017"
"023-741-001","Transfer Receiving Parcel","Coverage (potential)","IPES","754","224",,,,,,"03/09/2023","TRPA-TRF-2128","033-285-015",,,"02/23/2023"
"023-753-004","Transfer Receiving Parcel","Coverage (potential)","IPES","912","116",,,,,,"05/03/2024","TRPA-TRF-2374","034-761-008",,,"01/24/2024"
"023-755-010","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","926","1",,,,,,"11/04/2015","TRPA-TRF-292","027-082-035",,,"08/06/2014"
"023-772-008","Transfer Receiving Parcel","Coverage (potential)","IPES","880","26",,,,,,"01/31/2024","TRPA-TRF-2391","023-141-005",,,"08/05/2015"
"023-801-015","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","846","1",,,,,,"05/29/2018","TRPA-TRF-643","029-041-018",,,"05/23/2018"
"023-892-002","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","971","1",,,,,,"05/24/2017","TRPA-TRF-525","027-073-019",,,
"023-892-002","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","971","1",,,,,,"12/13/2017","TRPA-TRF-532","027-690-09",,,"07/05/2017"
"023-892-015","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","808","1",,,,,,"11/04/2015","TRPA-TRF-302","026-032-014",,,"06/25/2015"
"025-032-002","Transfer Receiving Parcel","Coverage (hard)","IPES","663","173",,,,,,"11/04/2015","TRPA-TRF-285","1318-22-002-103",,,"12/12/2014"
"025-041-010","Transfer Receiving Parcel","Coverage (potential)","Bailey 7",,"63",,,,,,"03/05/2024","TRPA-TRF-2409","023-141-005",,,"07/07/2021"
"025-041-023","Transfer Receiving Parcel","Coverage (potential)","Bailey 7",,"63",,,,,,"01/31/2024","TRPA-TRF-2392","023-141-005",,,"07/07/2021"
"025-211-001","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","919","1",,,,,,"11/04/2015","TRPA-TRF-286","027-082-035",,,"10/01/2014"
"025-226-002","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","IPES","952","1",,,,,,"03/29/2019","TRPA-TRF-700","029-604-002",,,"02/11/2019"
"025-271-023","Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","Bailey 6",,"1",,,,,,"11/08/2022","TRPA-TRF-1997","023-141-008",,,"10/11/2022"
