,File_Number,APN,Deed_Restriction_Type,Units,Date_Type,LTinfo_Transaction_ID,LTInfo_Deed_Restriction,DR_Desc,Center,Notes,Issued Date,Acknowledged Date,Pre-Grade Date,Finaled Date,RecordingNumber,RecordingDate,Description,DeedRestrictionStatus,DeedRestrictionType,ProjectAreaFileNumber,_merge
299,,132-611-03,,,,,,,,,,,,,3582578,10/08/2007,"Recorded in Washoe County. Declaration 1. Land Coverage--the subdivided area shall be deemed to be merged and constitute one parcel for purposes of calculating land coverage. Declaration 2.9. Residential Use--The six (6) residential condominiums on the property shall be limited to residential use and shall not be used as Tourist Accommodation Units. Declaration 2.10. Affordable Housing--One of the six (6) residential condominiums (units 5 and 6, 877 Northwood Blvd., APN's 132-611-05 & 132-612-01) shall be affordable housing units as defined in the TRPA Code of Ordinances.",Recorded,Affordable Housing,,right_only
300,,132-611-03,,,,,,,,,,,,,3606702,12/28/2007,"Two of the six units on this property, identified as units 5 and 6 (877 Northwood Blvd., APN's 132-611-05 & 132-612-01), shall be limited to residential affordable housing units as defined by Chapter 2 of the TRPA Code of Ordinances.",Recorded,Affordable Housing,ERSP2007-0360,right_only
301,,132-611-04,,,,,,,,,,,,,3582578,10/08/2007,"Recorded in Washoe County. Declaration 1. Land Coverage--the subdivided area shall be deemed to be merged and constitute one parcel for purposes of calculating land coverage. Declaration 2.9. Residential Use--The six (6) residential condominiums on the property shall be limited to residential use and shall not be used as Tourist Accommodation Units. Declaration 2.10. Affordable Housing--One of the six (6) residential condominiums (units 5 and 6, 877 Northwood Blvd., APN's 132-611-05 & 132-612-01) shall be affordable housing units as defined in the TRPA Code of Ordinances.",Recorded,Affordable Housing,,right_only
302,,132-611-04,,,,,,,,,,,,,3606702,12/28/2007,"Two of the six units on this property, identified as units 5 and 6 (877 Northwood Blvd., APN's 132-611-05 & 132-612-01), shall be limited to residential affordable housing units as defined by Chapter 2 of the TRPA Code of Ordinances.",Recorded,Affordable Housing,ERSP2007-0360,right_only
303,,132-611-05,,,,,,,,,,,,,3582578,10/08/2007,"Recorded in Washoe County. Declaration 1. Land Coverage--the subdivided area shall be deemed to be merged and constitute one parcel for purposes of calculating land coverage. Declaration 2.9. Residential Use--The six (6) residential condominiums on the property shall be limited to residential use and shall not be used as Tourist Accommodation Units. Declaration 2.10. Affordable Housing--One of the six (6) residential condominiums (units 5 and 6, 877 Northwood Blvd., APN's 132-611-05 & 132-612-01) shall be affordable housing units as defined in the TRPA Code of Ordinances.",Recorded,Affordable Housing,,right_only
304,,132-611-05,,,,,,,,,,,,,3606702,12/28/2007,"Two of the six units on this property, identified as units 5 and 6 (877 Northwood Blvd., APN's 132-611-05 & 132-612-01), shall be limited to residential affordable housing units as defined by Chapter 2 of the TRPA Code of Ordinances.",Recorded,Affordable Housing,ERSP2007-0360,right_only
305,,132-611-06,,,,,,,,,,,,,3582578,10/08/2007,"Recorded in Washoe County. Declaration 1. Land Coverage--the subdivided area shall be deemed to be merged and constitute one parcel for purposes of calculating land coverage. Declaration 2.9. Residential Use--The six (6) residential condominiums on the property shall be limited to residential use and shall not be used as Tourist Accommodation Units. Declaration 2.10. Affordable Housing--One of the six (6) residential condominiums (units 5 and 6, 877 Northwood Blvd., APN's 132-611-05 & 132-612-01) shall be affordable housing units as defined in the TRPA Code of Ordinances.",Recorded,Affordable Housing,,right_only
306,,132-611-06,,,,,,,,,,,,,3606702,12/28/2007,"Two of the six units on this property, identified as units 5 and 6 (877 Northwood Blvd., APN's 132-611-05 & 132-612-01), shall be limited to residential affordable housing units as defined by Chapter 2 of the TRPA Code of Ordinances.",Recorded,Affordable Housing,ERSP2007-0360,right_only
307,,132-612-01,,,,,,,,,,,,,3582578,10/08/2007,"Recorded in Washoe County. Declaration 1. Land Coverage--the subdivided area shall be deemed to be merged and constitute one parcel for purposes of calculating land coverage. Declaration 2.9. Residential Use--The six (6) residential condominiums on the property shall be limited to residential use and shall not be used as Tourist Accommodation Units. Declaration 2.10. Affordable Housing--One of the six (6) residential condominiums (units 5 and 6, 877 Northwood Blvd., APN's 132-611-05 & 132-612-01) shall be affordable housing units as defined in the TRPA Code of Ordinances.",Recorded,Affordable Housing,,right_only
308,,132-612-01,,,,,,,,,,,,,3606702,12/28/2007,"Two of the six units on this property, identified as units 5 and 6 (877 Northwood Blvd., APN's 132-611-05 & 132-612-01), shall be limited to residential affordable housing units as defined by Chapter 2 of the TRPA Code of Ordinances.",Recorded,Affordable Housing,ERSP2007-0360,right_only
309,,132-591-02,,,,,,,,,,,,,4360419,06/04/2014,"Property known as 200 Village Blvd Unit #1, Incline Village, NV, APN 132-591-02, is permanently restricted to Affordable Housing and shall not be used as a vacation rental. Affordable-income households are defined as ""income not in excess of 80 percent of Washoe County's median income.",Recorded,Affordable Housing,20050293STD,right_only
310,,132-591-03,,,,,,,,,,,,,4360420,06/04/2014,"Property known as 200 Village Blvd Unit #2, Incline Village, NV, APN 132-591-03, is permanently restricted to Affordable Housing and shall not be used as a vacation rental. Affordable-income households are defined as ""income not in excess of 80 percent of Washoe County's median income.",Recorded,Affordable Housing,20050293STD,right_only
311,,132-231-10,,,,,,,,,,,,,5446596,04/04/2024,Units 106 and 306 on APNs 132-231-09 and 132-231-10 shall be permanently restricted to Affordable Housing and shall not be used as a second home or vacation rental. Annual compliance reports are required.,Recorded,Affordable Housing,SUBD2023-1039,right_only
312,,132-231-10,,,,,,,,,,,,,5446597,04/04/2024,Units 112 and 206 on APNs 132-231-09 and 132-231-10 are permanently restricted to Moderate Income Housing and shall not be used as a second home or vacation rental. Annual compliance reports are required.,Recorded,Moderate Income Housing,SUBD2023-1039,right_only
313,,023-502-044,,,,,,,,,,,,,DOC-2012-0004791-00,01/31/2012,Deed restriction recorded for the property that one of the two residential units on the parcel is deed restricted affordable housing.,Recorded,Affordable Housing,,right_only
314,,027-323-10,,,,,,,,,,,,,DOC-2013-0011131-00,03/05/2013,Deed restriction on property requiring that 55 residential units on the property shall be treated as affordable housing and one unit treated as moderate income housing.,Recorded,Affordable Housing,ERSP2009-0479,right_only
315,,027-323-10,,,,,,,,,,,,,DOC-2013-0011131-00,03/05/2013,Deed restriction on property requiring that 55 residential units on the property shall be treated as affordable housing and one unit treated as moderate income housing.,Recorded,Moderate Income Housing,ERSP2009-0479,right_only
316,,015-420-001,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
317,,015-420-002,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
318,,015-420-003,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
319,,015-420-004,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
320,,015-420-005,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
321,,015-420-006,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
322,,015-420-007,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
323,,015-420-008,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
324,,015-420-009,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
325,,015-420-010,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
326,,015-420-011,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
327,,015-420-012,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
328,,015-420-013,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
329,,015-420-014,,,,,,,,,,,,,"Document 046510, Book 4767, Pages 544-548",09/13/1996,"The residential units on this parcel (15), if made available for rental or sale, shall be made available for rent or sale at a cost affordable to persons with incomes equal to or less than 120 percent of the El Dorado County median income.",Recorded,Affordable Housing,19940815STD,right_only
