APN,RecordType,DevelopmentRight,LandCapability,IPESScore,CumulativeBankedQuantity,RemainingBankedQuantity,LastUpdated,TransactionNumber,TransactionApprovalDate,SendingParcel,ReceivingParcel,AccelaID,JurisdictionPermitNumber,LandCapabilityCategory
122-052-08,Transfer Sending Parcel,Coverage (hard),4,,2860,,08/21/2019,TRPA-TRF-841,05/30/2019,,130-163-27,TRAN2019-0408,,Non-Sensitive
122-591-02,Transfer Sending Parcel,Commercial Floor Area (CFA),6,,2801,,07/23/2018,TRPA-TRF-552,05/11/2018,,130-311-07,TRAN2017-0753,,Non-Sensitive
123-032-21,Transfer Sending Parcel,Coverage (hard),1,,1131,,10/05/2021,TRPA-TRF-1797,09/28/2021,,123-131-11,TRAN2021-0781,TRAN2021-0781,Sensitive
124-061-04,Transfer Sending Parcel,Coverage (potential),4,,1572,,10/31/2018,TRPA-TRF-370,05/26/2016,,131-014-03,TRAN2016-0297,,Non-Sensitive
124-071-52,Transfer Sending Parcel,Coverage (hard),6,,175,,10/15/2019,TRPA-TRF-772,04/18/2019,,132-012-05,TRAN2019-0015,,Non-Sensitive
126-080-26,Transfer Sending Parcel,Coverage (hard),1,,1781,,08/29/2017,TRPA-TRF-529,05/31/2017,,125-541-14,TRAN2017-0305,,Sensitive
126-294-16,Transfer Sending Parcel,Coverage (hard),1,,1995,,08/29/2017,TRPA-TRF-531,06/13/2017,,125-522-02,TRAN2017-0355,wt17-00038,Sensitive
126-580-07,Transfer Sending Parcel,Coverage (potential),IPES,755.0,1518,,11/14/2024,TRPA-TRF-1287,09/21/2020,,125-451-09,TRAN2020-0993,,Non-Sensitive
126-580-07,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,755.0,1,,06/14/2021,TRPA-TRF-1438,05/25/2021,,023-182-028,TRAN2021-0060,,Non-Sensitive
127-030-39,Transfer Sending Parcel,Coverage (hard),6,,511,,10/15/2019,TRPA-TRF-699,04/02/2019,,127-040-07,TRAN2018-0568,,Non-Sensitive
127-040-03,Transfer Sending Parcel,Commercial Floor Area (CFA),6,,3111,,09/07/2022,TRPA-TRF-1875,08/24/2022,,130-302-26,TRAN2022-0186,TRAN2022-0186,Non-Sensitive
127-090-04,Transfer Sending Parcel,Commercial Floor Area (CFA),6,,112,,11/10/2021,TRPA-TRF-1822,11/10/2021,,032-162-001,TRAN2021-1168,,Non-Sensitive
131-100-01,Transfer Sending Parcel,Coverage (potential),4,,59,,11/19/2021,TRPA-TRF-1799,11/05/2021,,125-502-05,ERSP2021-0090,ERSP2021-0090,Non-Sensitive
131-100-01,Transfer Sending Parcel,Coverage (potential),6,,600,,09/27/2021,TRPA-TRF-1787,09/22/2021,,130-201-11,ERSP2021-0656,ERSP-2021-0656,Non-Sensitive
131-100-01,Transfer Sending Parcel,Coverage (potential),6,,1920,,02/22/2023,TRPA-TRF-1839,01/04/2022,,130-163-27,ERSP2018-1321-01,ERSP2018-1321-01,Non-Sensitive
131-100-01,Transfer Sending Parcel,Coverage (potential),6,,3430,,06/15/2022,TRPA-TRF-1987,06/15/2022,,132-011-07,ERSP2021-0954,ERSP2021-0954,Non-Sensitive
1318-10-310-078,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,02/01/2019,TRPA-TRF-681,12/06/2018,,1418-10-401-004,TRAN2018-0468,,Non-Sensitive
1318-15-201-003,Transfer Sending Parcel,Coverage (potential),6,,281,,11/19/2015,TRPA-TRF-86,01/30/2014,,1318-10-310-052,TRAN2013-1128,,Non-Sensitive
1318-15-201-003,Transfer Sending Parcel,Coverage (potential),6,,269,,11/19/2015,TRPA-TRF-92,07/16/2014,,1318-15-111-085,TRAN2013-0527,,Non-Sensitive
1318-15-611-053,Transfer Sending Parcel,Coverage (potential),4,,1271,,03/29/2017,TRPA-TRF-374,06/30/2016,,1318-15-611-054,TRAN2016-0429,,Non-Sensitive
1318-16-801-003,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,03/29/2017,TRPA-TRF-373,06/30/2016,,1318-15-611-054,TRAN2016-0428,,SEZ
1318-22-002-014,Transfer Sending Parcel,Commercial Floor Area (CFA),7,,6500,,08/31/2020,TRPA-TRF-920,07/21/2020,,132-240-03,TRAN2019-0837,,Non-Sensitive
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,1591,,04/21/2014,TRPA-TRF-85,02/21/2014,,025-770-004,TRAN2014-0174,,SEZ
1318-22-002-103,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,01/12/2016,TRPA-TRF-100,08/01/2013,,1318-23-311-018,TRAN2013-0287,,SEZ
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,173,,11/04/2015,TRPA-TRF-285,12/12/2014,,025-032-002,TRAN2014-0879,,SEZ
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,1600,,11/04/2015,TRPA-TRF-287,07/30/2014,,028-062-013,TRAN2014-0509,,SEZ
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,1589,,11/04/2015,TRPA-TRF-288,07/30/2014,,028-123-009,TRAN2014-0502,,SEZ
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,2053,,11/09/2015,TRPA-TRF-312,10/19/2015,,030-352-023,TRAN2015-0800,,SEZ
1318-22-002-103,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,03/29/2017,TRPA-TRF-360,04/29/2016,,030-352-023,TRAN2016-0134,,SEZ
1318-22-002-103,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,04/08/2020,TRPA-TRF-467,03/30/2017,,029-441-21,TRAN2016-1148,,SEZ
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,1810,,06/05/2019,TRPA-TRF-517,04/14/2016,,028-061-034,TRAN2015-0680,,SEZ
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,1580,,10/26/2018,TRPA-TRF-553,10/26/2018,,029-415-004,TRAN2017-0785,,SEZ
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,7724,,04/08/2020,TRPA-TRF-605,03/30/2017,,029-441-15,TRAN2015-0358,,SEZ
1318-22-002-103,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,6,,03/06/2018,TRPA-TRF-639,03/06/2018,,1318-23-301-001,TRAN2014-0272,,SEZ
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,650,,04/30/2021,TRPA-TRF-1453,04/21/2021,,027-311-032,TRAN2021-0104,,SEZ
1318-22-002-103,Transfer Sending Parcel,Coverage (hard),1b,,650,,04/30/2021,TRPA-TRF-1454,04/21/2021,,027-311-031,TRAN2021-0104,,SEZ
1318-24-404-016,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),4,,1,,04/30/2018,TRPA-TRF-315,02/08/2018,,1318-25-101-017,TRAN2015-0136,,Non-Sensitive
1318-24-404-018,Transfer Sending Parcel,Coverage (hard),1,,478,,07/23/2018,TRPA-TRF-651,06/14/2018,,1319-18-413-009,TRAN2018-0317,,Sensitive
1318-24-404-018,Transfer Sending Parcel,Coverage (hard),2,,870,,06/05/2019,TRPA-TRF-667,06/14/2018,,1319-18-413-009,TRAN2018-0317,TRAN2018-0317,Sensitive
1318-24-710-019,Transfer Sending Parcel,Coverage (soft),1,,20,,08/03/2018,TRPA-TRF-692,10/03/2017,,1318-23-710-046,TRAN2018-0488,ERSP2016-0741,Sensitive
1318-26-101-011,Transfer Sending Parcel,Commercial Floor Area (CFA),1,,6500,,11/17/2021,TRPA-TRF-1699,11/15/2021,,029-680-002,TRAN2021-0541,,Sensitive
1318-26-101-011,Transfer Sending Parcel,Commercial Floor Area (CFA),4,,1000,,01/07/2020,TRPA-TRF-851,06/19/2019,,033-132-003,TRAN2019-0541,ERSP2017-1084,Non-Sensitive
1318-26-101-092,Transfer Sending Parcel,Commercial Floor Area (CFA),3,,3992,,09/28/2019,TRPA-TRF-676,06/28/2019,,1318-15-802-001,TRAN2018-0461,,Sensitive
1318-26-501-005,Transfer Sending Parcel,Coverage (potential),6,,880,,11/19/2015,TRPA-TRF-101,08/01/2013,,1318-23-311-018,TRAN2013-0280,,Non-Sensitive
1318-26-501-005,Transfer Sending Parcel,Coverage (potential),6,,880,,11/19/2015,TRPA-TRF-102,08/01/2013,,1318-23-311-017,TRAN2013-0279,,Non-Sensitive
1318-26-501-005,Transfer Sending Parcel,Coverage (potential),6,,880,,11/19/2015,TRPA-TRF-103,08/01/2013,,1318-23-311-016,TRAN2013-0278,,Non-Sensitive
1318-26-501-005,Transfer Sending Parcel,Coverage (potential),6,,880,,11/19/2015,TRPA-TRF-104,08/01/2013,,1318-23-311-015,TRAN2013-0277,,Non-Sensitive
1318-26-515-032,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,689.0,1,,02/26/2020,TRPA-TRF-919,02/24/2020,,1418-34-201-009,TRAN2019-0823,TRAN2019-0823,Sensitive
1319-19-210-003,Transfer Sending Parcel,Coverage (potential),1,,673,,03/29/2017,TRPA-TRF-375,07/01/2016,,1318-15-611-054,TRAN2016-0430,,Sensitive
1418-15-701-009,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),6,,1,,11/04/2015,TRPA-TRF-299,09/23/2015,,1418-15-701-010,TRAN2014-1319,,Non-Sensitive
1418-34-101-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),6,,1,,12/13/2017,TRPA-TRF-106,04/05/2013,,1318-15-201-002,TRAN2013-0102,,Non-Sensitive
1418-34-110-064,Transfer Sending Parcel,Coverage (hard),7,,122,,03/20/2017,TRPA-TRF-518,05/04/2016,,1418-34-110-065,TRAN2015-1099,,Non-Sensitive
1418-34-113-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),6,,1,,03/12/2024,TRPA-TRF-1435,05/17/2021,,034-522-006,TRAN2021-0046,,Non-Sensitive
1418-34-401-007,Transfer Sending Parcel,Coverage (potential),IPES,752.0,818,,11/15/2023,TRPA-TRF-1281,10/23/2023,,1418-34-401-006,TRAN2020-1004,TRAN2020-1004,Non-Sensitive
